Message ID; Time; Generation Time; Station ID; Position Latitude; Position Longitude; Speed; Heading;
309; 1629623291.220989000; 556708096115907; 1210254390; 499400934; 84525318; 11.808; 160.6;
310; 1629623291.256004000; 556708096216153; 1210254390; 499400900; 84525312; 12.996; 170.8;
311; 1629623291.456226000; 556708096415991; 1210254390; 499400833; 84525322; 13.176; 175.0;
312; 1629623291.655480000; 556708096615899; 1210254390; 499400766; 84525306; 13.32; 186.3;
313; 1629623291.756068000; 556708096716179; 1210254390; 499400734; 84525292; 13.428; 191.0;
314; 1629623292.055904000; 556708097015896; 1210254390; 499400629; 84525243; 15.084000000000001; 201.3;
315; 1629623292.372339000; 556708097318988; 1210254390; 499400523; 84525167; 15.515999999999998; 210.6;
316; 1629623292.855822000; 556708097816201; 1210254390; 499400342; 84524982; 16.956; 215.1;
317; 1629623293.056036000; 556708098015899; 1210254390; 499400276; 84524855; 17.928; 225.0;
318; 1629623293.362668000; 556708098318185; 1210254390; 499400171; 84524681; 20.52; 227.0;
319; 1629623293.655699000; 556708098615915; 1210254390; 499400055; 84524487; 22.428; 227.8;
320; 1629623293.955539000; 556708098916159; 1210254390; 499399925; 84524288; 24.408; 226.3;
321; 1629623294.355964000; 556708099315892; 1210254390; 499399741; 84524005; 26.748; 226.1;
322; 1629623294.956632000; 556708099916180; 1210254390; 499399444; 84523542; 28.980000000000004; 226.1;
323; 1629623295.468363000; 556708100416273; 1210254390; 499399176; 84523140; 30.816000000000003; 224.0;
324; 1629623295.956731000; 556708100916135; 1210254390; 499398891; 84522713; 32.004000000000005; 223.6;
325; 1629623296.469471000; 556708101416284; 1210254390; 499398598; 84522291; 33.156000000000006; 223.1;
326; 1629623296.956839000; 556708101916153; 1210254390; 499398291; 84521860; 33.516000000000005; 221.6;
327; 1629623297.461738000; 556708102416279; 1210254390; 499397978; 84521440; 33.948; 220.8;
328; 1629623297.956948000; 556708102916901; 1210254390; 499397665; 84521023; 33.228; 220.6;
329; 1629623298.464787000; 556708103416281; 1210254390; 499397359; 84520616; 32.796; 220.1;
330; 1629623298.957056000; 556708103916164; 1210254390; 499397064; 84520224; 31.356000000000005; 219.8;
331; 1629623299.463898000; 556708104416284; 1210254390; 499396784; 84519851; 29.736; 221.1;
332; 1629623299.957149000; 556708104916161; 1210254390; 499396526; 84519508; 27.215999999999998; 221.3;
333; 1629623300.464022000; 556708105416274; 1210254390; 499396288; 84519188; 25.38; 220.8;
334; 1629623301.100834000; 556708106016189; 1210254390; 499396018; 84518811; 23.94; 222.5;
335; 1629623301.692676000; 556708106616231; 1210254390; 499395754; 84518428; 23.58; 223.3;
336; 1629623302.309925000; 556708107216190; 1210254390; 499395478; 84518019; 24.840000000000003; 223.3;
337; 1629623302.709389000; 556708107615984; 1210254390; 499395277; 84517724; 27.468; 223.1;
338; 1629623303.323095000; 556708108216188; 1210254390; 499394954; 84517273; 29.16; 222.1;
339; 1629623303.824199000; 556708108716271; 1210254390; 499394666; 84516889; 30.780000000000005; 221.0;
340; 1629623304.326569000; 556708109216189; 1210254390; 499394361; 84516496; 31.356000000000005; 220.0;
341; 1629623304.822577000; 556708109716277; 1210254390; 499394049; 84516091; 32.76; 220.1;
342; 1629623305.323830000; 556708110216191; 1210254390; 499393726; 84515671; 33.516000000000005; 219.8;
343; 1629623305.823362000; 556708110716271; 1210254390; 499393407; 84515243; 34.019999999999996; 221.0;
344; 1629623306.325815000; 556708111216190; 1210254390; 499393088; 84514807; 33.876000000000005; 221.6;
345; 1629623306.826444000; 556708111716259; 1210254390; 499392776; 84514364; 34.416000000000004; 222.6;
346; 1629623307.327101000; 556708112216200; 1210254390; 499392464; 84513918; 33.876000000000005; 223.1;
347; 1629623307.827176000; 556708112716270; 1210254390; 499392150; 84513469; 34.2; 223.0;
348; 1629623308.327212000; 556708113216194; 1210254390; 499391844; 84513020; 34.128; 223.3;
